ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Prioridad
1613,Camilo,26.0,F,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-11-21,0,1,1,100
1614,Jorge,34.0,Otro,,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-03-31,1,1,0,85
1615,Laura,66.0,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-03-07,0,1,0,73
1616,Laura,41.0,F,Manizales,las basuras no se recogen a tiempo.,Educación,No urgente,2023-08-12,1,1,0,55
1617,Laura,75.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-07-14,0,1,1,100
1618,Valentina,22.0,F,Cartagena,,Salud,No urgente,2023-11-14,0,0,0,75
1619,Sofía,68.0,F,Santa Marta,faltan médicos en el centro de salud.,Salud,No urgente,2023-06-10,0,1,0,75
1620,Camilo,73.0,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-02-24,1,0,0,88
1621,Ana,66.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-07-27,0,0,0,100
1622,Valentina,59.0,Otro,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,2023-02-03,1,1,0,58
1623,María,68.0,Otro,Cartagena,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-07-26,1,1,0,50
1624,María,70.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-01-17,1,0,0,58
1625,Carlos,51.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-07-24,0,0,0,100
1626,Sofía,77.0,M,Pereira,falta agua potable en varias casas.,Salud,Urgente,2023-08-23,0,1,1,100
1627,Valentina,31.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-12-09,1,1,0,88
1628,Pedro,,M,Cali,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-11-11,0,0,0,70
1629,Sofía,57.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-08-21,1,0,0,50
1630,Jorge,47.0,M,Medellín,las basuras no se recogen a tiempo.,Educación,No urgente,2023-08-03,1,0,0,55
1631,Ana,50.0,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-07-10,1,1,0,55
1632,Jorge,71.0,F,Bogotá,hay problemas con la recolección de basura.,Salud,Urgente,2023-11-02,1,1,1,100
1633,Jorge,29.0,,Medellín,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-10-05,1,0,1,70
1634,Carlos,22.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-10-05,1,0,0,80
1635,Pedro,70.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-02-13,1,0,0,85
1636,Carlos,74.0,F,Manizales,las basuras no se recogen a tiempo.,Salud,Urgente,2023-09-26,0,1,0,100
1637,Pedro,29.0,M,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-01-01,1,0,1,100
1638,Ana,27.0,M,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-02-06,1,1,0,50
1639,María,26.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-05-09,1,0,1,100
1640,Camilo,51.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-10-05,1,0,0,55
1641,Laura,31.0,Otro,Medellín,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-12-29,0,1,1,100
1642,Pedro,78.0,F,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-10-18,1,0,1,100
1643,Carlos,46.0,Otro,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-05-02,1,0,1,100
1644,Juan,18.0,F,Cartagena,queremos más presencia policial.,Seguridad,No urgente,2023-01-31,1,1,1,78
1645,Jorge,75.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-12-12,0,1,0,95
1646,Ana,76.0,M,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-06-02,0,1,0,95
1647,Laura,32.0,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-06-28,0,0,1,85
1648,Valentina,,F,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,2023-04-04,0,1,1,100
1649,Pedro,64.0,,Cartagena,queremos más presencia policial.,Educación,No urgente,2023-06-12,1,0,0,55
1650,Laura,41.0,F,,,Medio Ambiente,Urgente,2024-08-09,1,0,1,100
1651,María,28.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-06-06,1,0,1,100
1652,Juan,50.0,M,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-07-27,1,1,1,100
1653,Laura,68.0,M,Santa Marta,faltan médicos en el centro de salud.,Educación,Urgente,2024-06-18,1,0,0,85
1654,Juan,54.0,F,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-01-16,0,0,1,100
1655,Laura,19.0,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-08-29,1,1,0,55
1656,Juan,27.0,F,Pereira,queremos más presencia policial.,Seguridad,Urgente,2024-03-03,0,0,0,100
1657,María,37.0,M,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,2024-06-28,0,0,1,100
1658,Jorge,27.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-15,1,0,1,70
1659,Valentina,50.0,Otro,Pereira,hay problemas con la recolección de basura.,Educación,Urgente,2023-02-20,0,0,1,100
1660,Camilo,,M,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2024-11-26,1,0,0,55
1661,Jorge,50.0,M,Medellín,queremos más presencia policial.,Medio Ambiente,No urgente,2023-03-25,1,1,1,70
1662,Jorge,24.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-06-18,1,1,1,100
1663,María,22.0,F,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,2024-10-09,0,0,1,100
1664,Pedro,67.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-04-11,1,1,1,75
1665,Sofía,47.0,M,Santa Marta,falta agua potable en varias casas.,Educación,Urgente,2024-03-08,1,1,1,100
1666,Camilo,68.0,M,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-08-05,1,0,0,80
1667,Valentina,43.0,Otro,Pereira,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-04-01,1,0,0,88
1668,Ana,49.0,F,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-11-13,1,1,1,100
1669,Jorge,74.0,F,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-04-07,1,0,0,88
1670,Sofía,20.0,M,Cali,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-02-08,0,0,0,100
1671,Valentina,16.0,,Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-03-11,0,1,0,73
1672,Pedro,58.0,F,Manizales,la contaminación del río está aumentando.,Educación,Urgente,2024-11-06,1,0,1,100
1673,Laura,44.0,F,Pereira,queremos más presencia policial.,Seguridad,Urgente,2023-10-06,1,1,0,88
1674,Jorge,59.0,M,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-02-02,1,0,1,100
1675,Sofía,40.0,F,Cali,,Educación,No urgente,2024-05-13,0,0,0,70
1676,Sofía,36.0,F,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-05-09,1,1,1,100
1677,Ana,58.0,Otro,Pereira,queremos más presencia policial.,Educación,Urgente,2024-09-05,1,0,0,85
1678,Sofía,24.0,F,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-10-31,0,0,1,100
1679,Carlos,73.0,F,,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-02-10,1,0,0,88
1680,Valentina,20.0,F,Cúcuta,,Educación,No urgente,2024-10-07,1,0,1,75
1681,Sofía,37.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-07-19,1,0,1,78
1682,Valentina,66.0,M,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,2024-04-02,0,1,0,100
1683,Ana,74.0,F,Barranquilla,no hay suficientes escuelas públicas.,Educación,Urgente,2023-08-26,0,0,0,100
1684,Ana,26.0,Otro,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2023-01-01,0,0,0,70
1685,Sofía,39.0,F,Manizales,la contaminación del río está aumentando.,Salud,Urgente,2023-01-30,1,0,0,90
1686,Ana,76.0,F,Bogotá,,Educación,Urgente,2023-06-06,0,0,1,100
1687,Valentina,49.0,Otro,Cali,hay problemas con la recolección de basura.,Salud,No urgente,2023-03-03,0,0,0,75
1688,Pedro,72.0,F,Bucaramanga,queremos más presencia policial.,Salud,No urgente,2023-01-26,1,1,1,80
1689,Jorge,65.0,M,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2023-09-30,1,1,0,90
1690,Laura,28.0,M,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-05-16,0,1,0,95
1691,Juan,59.0,F,Medellín,las basuras no se recogen a tiempo.,Salud,No urgente,2023-10-02,1,0,1,80
1692,Sofía,52.0,M,Bogotá,,Educación,No urgente,2023-06-03,0,0,1,90
1693,Ana,73.0,Otro,,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-08-24,1,0,1,100
1694,Pedro,54.0,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-11-05,1,0,0,58
1695,Pedro,24.0,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-01-04,0,0,0,65
1696,Valentina,73.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-02-15,1,1,0,58
1697,Juan,67.0,F,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,2023-02-15,0,1,0,65
1698,Camilo,16.0,Otro,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-09-20,1,0,0,50
1699,Sofía,72.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-03-05,1,0,1,100
1700,María,34.0,F,Barranquilla,hay problemas con la recolección de basura.,Salud,No urgente,2024-10-17,0,0,1,95
1701,Carlos,64.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-06-23,0,1,1,95
1702,Camilo,77.0,,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-05-04,0,1,1,100
1703,Juan,39.0,Otro,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,2024-11-05,0,1,1,100
1704,Carlos,42.0,F,Bucaramanga,queremos más presencia policial.,Seguridad,No urgente,2023-11-17,0,1,1,93
1705,Pedro,55.0,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-10-09,1,1,1,70
1706,Juan,54.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,2024-07-08,1,1,0,60
1707,Sofía,32.0,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2024-05-03,1,1,1,80
1708,Ana,47.0,F,Santa Marta,faltan médicos en el centro de salud.,Salud,No urgente,2024-10-12,0,0,1,95
1709,Jorge,69.0,M,Cali,faltan médicos en el centro de salud.,Salud,No urgente,2023-02-14,0,0,1,95
1710,Pedro,22.0,M,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2024-03-31,1,1,0,55
1711,Jorge,55.0,F,Pereira,,Medio Ambiente,No urgente,2023-12-25,1,0,0,50
1712,Laura,19.0,M,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,2023-11-18,0,1,0,70
1713,Camilo,62.0,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-11-27,0,1,1,85
1714,Carlos,64.0,F,Barranquilla,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-11-04,0,1,0,73
1715,Sofía,23.0,M,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-09-12,1,0,1,80
1716,Juan,74.0,F,Cúcuta,faltan médicos en el centro de salud.,Educación,Urgente,2023-01-28,0,0,0,100
1717,Ana,69.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-05-28,0,0,1,90
1718,Pedro,31.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Salud,Urgente,2023-12-27,1,0,1,100
1719,Valentina,52.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-11-26,1,0,0,88
1720,Valentina,,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-10-17,0,0,1,100
1721,Jorge,78.0,M,Barranquilla,falta agua potable en varias casas.,Salud,Urgente,2023-06-25,1,1,1,100
1722,Camilo,55.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-03-19,0,0,0,95
1723,Camilo,28.0,F,Pereira,faltan médicos en el centro de salud.,Educación,No urgente,2024-01-03,1,0,1,75
1724,Jorge,,F,Pereira,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-08-09,0,1,1,100
1725,María,19.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,Urgente,2024-11-29,0,0,0,100
1726,Camilo,68.0,Otro,Cúcuta,,Salud,Urgente,2024-05-07,0,0,1,100
1727,Ana,49.0,F,Barranquilla,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-16,1,0,0,85
1728,Carlos,36.0,Otro,Medellín,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-02-19,0,1,0,100
1729,Laura,19.0,Otro,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-10-21,0,1,1,85
1730,Laura,,Otro,Cartagena,,Educación,No urgente,2023-08-29,1,1,0,55
1731,Ana,44.0,M,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,2024-09-15,1,0,1,100
1732,Valentina,51.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-06-02,0,0,0,75
1733,Juan,45.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-10-24,1,0,1,100
1734,Valentina,62.0,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-06-30,1,0,1,100
1735,Laura,35.0,M,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2023-02-09,1,1,0,58
1736,Pedro,76.0,Otro,Cúcuta,,Seguridad,Urgente,2024-07-26,1,1,1,100
1737,Valentina,22.0,Otro,Cúcuta,queremos más presencia policial.,Salud,Urgente,2024-04-02,0,1,0,100
1738,Carlos,36.0,M,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-08-28,1,1,0,58
1739,Ana,68.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-08-21,1,0,0,55
1740,Laura,,,Cali,faltan médicos en el centro de salud.,Salud,No urgente,2023-05-21,0,0,0,75
1741,Ana,21.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-02-05,0,1,1,100
1742,Juan,71.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-02-08,1,0,1,100
1743,Jorge,38.0,M,Manizales,hay problemas con la recolección de basura.,Salud,No urgente,2024-01-02,1,0,1,80
1744,Sofía,70.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-12-21,1,0,1,100
1745,Ana,74.0,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,2023-04-25,0,0,0,100
1746,María,31.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,2024-11-18,1,0,0,85
1747,Carlos,76.0,Otro,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2024-02-02,0,1,0,100
1748,Valentina,40.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2024-03-15,0,0,0,100
1749,Ana,31.0,Otro,Cali,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-18,1,0,1,80
1750,Juan,72.0,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2024-03-02,0,0,0,100
1751,Jorge,66.0,F,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-03-28,0,0,1,100
1752,Valentina,31.0,M,Cali,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-09-17,1,1,0,80
1753,Juan,74.0,M,Barranquilla,falta agua potable en varias casas.,Salud,No urgente,2023-10-05,1,0,0,60
1754,Juan,23.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-07-04,0,1,0,70
1755,Jorge,25.0,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-09-30,1,1,1,78
1756,Jorge,25.0,F,Barranquilla,queremos más presencia policial.,Salud,No urgente,2024-01-10,1,1,0,60
1757,Sofía,44.0,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-08-27,1,0,0,58
1758,Valentina,19.0,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,2023-01-16,0,0,1,100
1759,Ana,60.0,F,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-05-06,1,0,0,90
1760,Camilo,44.0,M,Medellín,no hay suficientes escuelas públicas.,Salud,Urgente,2024-06-10,0,0,1,100
1761,Camilo,30.0,,Medellín,las basuras no se recogen a tiempo.,Educación,No urgente,2024-04-18,0,1,1,90
1762,María,61.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-04-26,1,0,0,58
1763,Ana,49.0,Otro,Bogotá,la contaminación del río está aumentando.,Seguridad,Urgente,2024-09-29,1,1,1,100
1764,Valentina,42.0,M,,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-05-21,0,1,1,100
1765,Camilo,63.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-09-29,1,1,1,100
1766,Juan,55.0,Otro,Cartagena,,Salud,Urgente,2024-06-11,1,1,1,100
1767,Jorge,19.0,,Manizales,queremos más presencia policial.,Salud,No urgente,2024-01-29,1,1,1,80
1768,Camilo,60.0,Otro,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-10-31,1,1,1,100
1769,Pedro,16.0,Otro,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-03-19,0,1,1,100
1770,Ana,56.0,M,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-05-19,0,0,1,100
1771,Laura,58.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-09-17,0,1,0,95
1772,Sofía,77.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-08-09,1,1,0,58
1773,Valentina,46.0,F,Cartagena,queremos más presencia policial.,Medio Ambiente,Urgente,2023-05-17,0,1,1,100
1774,Carlos,69.0,M,Santa Marta,faltan médicos en el centro de salud.,Educación,No urgente,2024-08-13,1,1,1,75
1775,Pedro,23.0,M,Manizales,la contaminación del río está aumentando.,Educación,Urgente,2023-11-04,1,0,1,100
1776,Ana,22.0,F,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-02-06,1,0,0,80
1777,Camilo,29.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-02-08,1,0,1,100
1778,Ana,51.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-05-03,0,0,1,100
1779,Ana,16.0,M,Pereira,las basuras no se recogen a tiempo.,Salud,No urgente,2024-03-14,1,0,1,80
1780,Jorge,59.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,2023-07-29,1,1,1,100
1781,Pedro,72.0,M,,la contaminación del río está aumentando.,Educación,No urgente,2024-08-07,1,1,1,75
1782,Laura,17.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-11-05,0,0,0,100
1783,María,76.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-02-22,0,1,0,100
1784,Sofía,61.0,F,Cúcuta,,Medio Ambiente,No urgente,2023-11-16,1,0,0,50
1785,Sofía,48.0,Otro,Manizales,las basuras no se recogen a tiempo.,Salud,No urgente,2024-06-16,1,1,0,60
1786,Pedro,57.0,M,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-04-29,1,1,0,58
1787,Ana,73.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2024-10-20,0,1,1,93
1788,Ana,33.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Salud,Urgente,2023-03-05,0,1,0,100
1789,Pedro,21.0,M,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-08-13,1,1,0,58
1790,Laura,45.0,M,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-08-03,0,1,0,100
1791,Sofía,54.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-08-19,0,1,0,100
1792,Valentina,27.0,M,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,2023-01-26,1,0,0,85
1793,Laura,20.0,F,Medellín,faltan médicos en el centro de salud.,Salud,Urgente,2024-02-20,1,0,1,100
1794,Pedro,,Otro,Pereira,la contaminación del río está aumentando.,Educación,Urgente,2023-01-08,0,1,0,100
1795,Carlos,72.0,M,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-04-28,0,0,1,100
1796,Laura,22.0,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-02-13,1,1,1,78
1797,Juan,28.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-03-17,0,0,1,100
